Name,Count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
HORMAN,1294,0.48,74825.68,91.04,6.57,(S),(S),1.31,0.46
KILL,1294,0.48,74826.16,89.1,4.33,(S),3.63,1.47,(S)
MCGAHEY,1294,0.48,74826.64,92.19,1.08,0.93,1.47,1.78,2.55
PAQUET,1294,0.48,74827.12,95.83,1,(S),(S),1,1.31
SEELIG,1294,0.48,74827.6,91.5,(S),(S),0,0.62,7.42
SELDERS,1294,0.48,74828.08,63.21,33.93,(S),(S),0.62,1.78
VISCO,1294,0.48,74828.56,94.67,(S),1.39,(S),1.39,2.32
ARNER,1293,0.48,74829.04,93.19,3.25,(S),(S),0.77,2.17
BRILES,1293,0.48,74829.52,96.91,0.62,(S),(S),0.85,1.08
CASTILLON,1293,0.48,74830,14.31,0.77,5.8,(S),(S),78.96
FARVER,1293,0.48,74830.48,93.97,4.33,0,0.54,0.39,0.77
GEAN,1293,0.48,74830.96,73.4,14.15,3.09,0.39,3.71,5.26
HAVEY,1293,0.48,74831.44,95.36,1.7,0.93,0.39,1.08,0.54
HUGH,1293,0.48,74831.92,55.53,19.95,17.94,(S),5.1,(S)
MARTS,1293,0.48,74832.4,87.24,9.05,(S),(S),1.31,1.86
SANDQUIST,1293,0.48,74832.88,97.22,(S),(S),0.46,0.54,1.08
STONEY,1293,0.48,74833.35,56.54,36.66,0,3.33,2.78,0.7
SUIRE,1293,0.48,74833.83,97.68,0.77,(S),(S),0.39,1.01
TOWNSEL,1293,0.48,74834.31,19.18,76.8,(S),(S),2.86,0.85
BALCAZAR,1292,0.48,74834.79,4.8,(S),(S),0,0.7,94.43
CAPORALE,1292,0.48,74835.27,95.82,(S),(S),(S),0.39,3.41
GUYMON,1292,0.48,74835.75,96.67,(S),0.62,(S),0.93,1.08
HOCUTT,1292,0.48,74836.23,84.52,11.61,(S),(S),1.47,1.78
HORSTMANN,1292,0.48,74836.71,95.82,(S),0.54,(S),0.7,2.4
LEETH,1292,0.48,74837.19,84.06,11.3,(S),(S),0.62,3.48
MIEDEMA,1292,0.48,74837.67,96.67,(S),0.62,(S),1.39,0.85
MISER,1292,0.48,74838.14,91.25,3.95,1.16,0.54,0.77,2.32
NEIDIG,1292,0.48,74838.62,97.29,0,0.7,0,0.62,1.39
ZICKEFOOSE,1292,0.48,74839.1,95.98,(S),(S),1.39,1.08,1.01
BATOR,1291,0.48,74839.58,90.86,(S),2.48,(S),2.25,2.4
BECHT,1291,0.48,74840.06,97.06,0.54,(S),(S),1.24,0.85
CALISE,1291,0.48,74840.54,95.12,(S),0.39,(S),1.01,3.25
CASTERLINE,1291,0.48,74841.02,95.82,0.39,(S),(S),0.93,2.56
COTTERMAN,1291,0.48,74841.5,96.59,(S),0.39,(S),1.32,1.24
DESAUTELS,1291,0.48,74841.97,96.36,(S),0.85,(S),1.39,0.77
HINCHEY,1291,0.48,74842.45,95.74,(S),0.62,0.62,2.4,(S)
KOSTKA,1291,0.48,74842.93,97.83,(S),0.39,(S),1.08,0.39
MYRES,1291,0.48,74843.41,74.67,17.35,0.62,1.39,2.48,3.49
ORENSTEIN,1291,0.48,74843.89,96.13,(S),0.62,(S),1.01,1.94
PFANNENSTIEL,1291,0.48,74844.37,98.14,0.39,(S),0,0.85,(S)
RIED,1291,0.48,74844.85,72.42,20.14,0.54,0.85,1.7,4.34
VALLERY,1291,0.48,74845.32,61.58,33.85,(S),(S),1.47,1.7
BATIE,1290,0.48,74845.8,43.33,50.39,0.39,0.39,2.64,2.87
CLAGGETT,1290,0.48,74846.28,66.28,28.53,0.62,0.78,3.1,0.7
CUELLO,1290,0.48,74846.76,6.05,1.55,4.5,(S),(S),87.05
CURE,1290,0.48,74847.24,79.07,12.02,(S),(S),1.4,7.21
EADIE,1290,0.48,74847.71,83.88,12.95,0.39,1.01,0.78,1.01
HERDER,1290,0.48,74848.19,77.91,9.53,0.78,8.29,1.47,2.02
KIRWIN,1290,0.48,74848.67,95.97,(S),0.78,(S),1.09,1.47
ROSENAU,1290,0.48,74849.15,95.43,0.54,(S),(S),1.4,2.02
SKOW,1290,0.48,74849.63,94.26,0.54,0.7,1.86,1.24,1.4
TROIA,1290,0.48,74850.11,94.19,(S),0.47,(S),1.55,3.33
BOOKS,1289,0.48,74850.58,89.06,6.28,0.93,0.39,1.55,1.78
GALLON,1289,0.48,74851.06,26.14,62.3,(S),(S),2.48,7.6
MAIZE,1289,0.48,74851.54,68.74,19.24,1.55,6.59,2.09,1.78
SINKLER,1289,0.48,74852.02,48.49,49.5,(S),(S),1.16,0.47
SINNETT,1289,0.48,74852.5,94.49,0.7,0.39,0.54,2.02,1.86
TREMBLE,1289,0.48,74852.97,48.18,47.63,(S),(S),1.78,1.71
WINKLES,1289,0.48,74853.45,96.43,(S),(S),(S),1.32,1.86
GATHRIGHT,1288,0.48,74853.93,66.15,31.29,(S),(S),1.09,0.7
ISAKSON,1288,0.48,74854.41,94.88,(S),0.62,(S),1.4,2.56
PEARSE,1288,0.48,74854.88,89.29,5.9,0.78,0.39,1.09,2.56
SAEGER,1288,0.48,74855.36,96.89,(S),0.47,(S),1.09,1.32
SIEGLE,1288,0.48,74855.84,94.8,(S),0.7,(S),1.86,1.94
WALT,1288,0.48,74856.32,94.25,2.48,0.7,0.47,1.24,0.85
WITTWER,1288,0.48,74856.79,95.96,(S),0.47,(S),1.16,1.86
ZION,1288,0.48,74857.27,94.41,1.32,1.48,0.47,1.63,0.7
BEGAYE,1287,0.48,74857.75,0.93,(S),(S),97.05,0.54,1.09
BENSEN,1287,0.48,74858.22,94.17,2.02,0.85,0.47,1.17,1.32
MATUSZEWSKI,1287,0.48,74858.7,97.51,(S),(S),0,1.09,1.01
MCCANE,1287,0.48,74859.18,76.77,19.11,(S),(S),2.25,1.17
MODESTO,1287,0.48,74859.66,23.08,0.54,4.66,1.63,2.18,67.91
ROYALS,1287,0.48,74860.13,77.93,18.34,(S),(S),1.94,1.55
SCHRIER,1287,0.48,74860.61,96.89,(S),0.54,(S),1.01,1.09
SHIMKO,1287,0.48,74861.09,97.98,(S),0.47,(S),0.78,0.39
TORCHIA,1287,0.48,74861.56,96.27,(S),0.39,(S),0.78,2.41
AMAR,1286,0.48,74862.04,51.63,11.12,16.87,(S),(S),12.44
AUSMUS,1286,0.48,74862.52,95.33,0,0.39,0.86,1.09,2.33
CALLAS,1286,0.48,74862.99,89.97,(S),(S),0.62,2.26,6.3
CASAZZA,1286,0.48,74863.47,95.65,0,(S),(S),1.01,2.88
DEPAOLA,1286,0.48,74863.95,95.02,(S),(S),0.54,1.56,2.33
KINTNER,1286,0.48,74864.42,95.49,(S),(S),0.39,1.4,2.18
LECH,1286,0.48,74864.9,95.88,(S),0.93,(S),0.86,1.32
MARSICO,1286,0.48,74865.38,97.12,(S),(S),0,0.7,1.79
MEALER,1286,0.48,74865.85,93.93,3.34,(S),(S),0.93,1.17
YANT,1286,0.48,74866.33,85.61,7.47,2.26,1.17,2.1,1.4
BOERGER,1285,0.48,74866.81,97.2,0,0.47,0.39,0.86,1.09
BRENNEN,1285,0.48,74867.28,86.23,8.79,0.93,0.78,1.25,2.02
BREYER,1285,0.48,74867.76,95.8,(S),1.09,(S),1.17,1.01
CARBO,1285,0.48,74868.24,74.01,4.67,0.54,(S),(S),20.23
DILKS,1285,0.48,74868.71,96.65,(S),(S),0.62,1.25,1.17
DORROUGH,1285,0.48,74869.19,66.23,27.86,0.78,0.54,2.65,1.95
GESKE,1285,0.48,74869.67,96.42,(S),0.7,(S),1.25,1.4
HUNDT,1285,0.48,74870.14,96.65,(S),(S),0.47,1.32,0.93
KELLEN,1285,0.48,74870.62,95.02,3.74,(S),(S),0.54,0.62
KENNEMER,1285,0.48,74871.09,93.07,4.28,0,0.54,0.78,1.32
OCCHIPINTI,1285,0.48,74871.57,93.93,(S),(S),0,1.48,4.28
RAK,1285,0.48,74872.05,95.49,0.54,1.17,0,1.79,1.01
RENNICK,1285,0.48,74872.52,90.27,6.38,0.47,0.47,0.86,1.56
SHEALEY,1285,0.48,74873,36.26,59.14,0.62,0.7,2.26,1.01
STRAUSER,1285,0.48,74873.48,95.8,(S),(S),1.09,1.32,1.4
BUERGER,1284,0.48,74873.95,97.9,(S),0.39,(S),0.47,1.17
CLAASSEN,1284,0.48,74874.43,97.2,(S),0.78,0.78,(S),0.78
CRITCHLOW,1284,0.48,74874.9,86.45,9.58,(S),(S),2.1,1.17
FARINAS,1284,0.48,74875.38,9.11,(S),24.92,(S),3.97,60.98
HOLDING,1284,0.48,74875.86,88.79,6.15,0.62,0.78,1.64,2.02
RULAND,1284,0.48,74876.33,96.34,(S),(S),(S),1.32,1.64
SCHULT,1284,0.48,74876.81,96.88,0.55,(S),(S),0.39,1.87
STEPTOE,1284,0.48,74877.28,34.03,60.67,(S),(S),3.35,1.32
TRANSUE,1284,0.48,74877.76,95.17,0.93,0.47,1.09,1.09,1.25
VANHORNE,1284,0.48,74878.24,86.92,8.49,(S),(S),1.25,2.49
BALZANO,1283,0.48,74878.71,95.4,(S),0.7,(S),1.17,2.34
BEMENT,1283,0.48,74879.19,92.28,(S),(S),4.44,1.56,0.78
BENDEL,1283,0.48,74879.66,94.62,1.64,(S),(S),1.33,1.71
HOLSAPPLE,1283,0.48,74880.14,96.1,0,0.86,0.62,1.09,1.33
MCCLINTIC,1283,0.48,74880.61,96.02,0.86,0.7,0.39,1.17,0.86
MCKEITHAN,1283,0.48,74881.09,58.53,38.43,0.39,0.47,1.64,0.55
MONTESINOS,1283,0.48,74881.57,3.27,(S),(S),(S),(S),96.34
MURIEL,1283,0.48,74882.04,11.22,7.25,2.18,0.39,0.47,78.49
RINGLE,1283,0.48,74882.52,95.56,(S),0.62,(S),1.64,1.48
SHELLMAN,1283,0.48,74882.99,50.19,45.05,(S),(S),2.88,1.17
SOBOTKA,1283,0.48,74883.47,97.43,(S),0.39,(S),1.25,0.62
BROWNER,1282,0.48,74883.94,37.05,58.27,(S),(S),2.03,1.95
BURKLEY,1282,0.48,74884.42,61.31,34.79,(S),(S),2.03,1.64
DICKER,1282,0.48,74884.89,86.97,9.83,(S),(S),0.7,1.72
DONAHOO,1282,0.48,74885.37,91.19,4.76,0.39,0.62,1.72,1.33
HARLING,1282,0.48,74885.84,73.01,23.48,(S),(S),1.33,1.56
IOVINO,1282,0.48,74886.32,96.18,(S),(S),(S),1.17,2.03
KUBALA,1282,0.48,74886.79,95.87,(S),0.55,(S),1.17,1.79
LABRIOLA,1282,0.48,74887.27,96.1,(S),0.78,(S),0.86,2.18
MORRA,1282,0.48,74887.75,90.8,(S),0.47,(S),2.03,6.08
ORLOFF,1282,0.48,74888.22,93.21,(S),(S),1.79,2.26,1.87
PATCHEN,1282,0.48,74888.7,96.33,(S),(S),0.39,1.25,1.64
RECCHIA,1282,0.48,74889.17,96.88,(S),(S),0,0.94,1.87
AYBAR,1281,0.47,74889.65,9.76,1.33,(S),(S),0.86,87.67
BONSALL,1281,0.47,74890.12,96.1,(S),(S),(S),0.7,2.65
BUDGE,1281,0.47,74890.6,94.77,0.47,0.47,1.17,1.17,1.95
BUIS,1281,0.47,74891.07,90.32,4.68,0.62,0,1.41,2.97
CONINE,1281,0.47,74891.55,94.3,(S),(S),0.94,2.5,1.64
DETTMER,1281,0.47,74892.02,96.49,(S),(S),(S),1.09,1.95
GERDING,1281,0.47,74892.49,97.11,(S),(S),(S),0.7,1.8
GLENDENNING,1281,0.47,74892.97,95.71,0.78,0.55,0.55,1.33,1.09
MATTIE,1281,0.47,74893.44,88.37,6.87,0.39,0.55,1.25,2.58
NETHERY,1281,0.47,74893.92,96.57,0.78,(S),(S),0.39,2.03
PLANTZ,1281,0.47,74894.39,96.33,(S),0.47,(S),1.41,1.25
SCHOLTZ,1281,0.47,74894.87,92.97,0.86,1.25,0.78,2.73,1.41
BRIDGEFORTH,1280,0.47,74895.34,15.86,80.23,(S),(S),1.25,2.27
DOCHERTY,1280,0.47,74895.82,96.09,(S),0.7,(S),1.25,1.41
HULTMAN,1280,0.47,74896.29,96.95,(S),0.94,(S),1.33,0.55
LIECHTY,1280,0.47,74896.77,97.27,(S),0.7,(S),0.78,1.17
MCEACHIN,1280,0.47,74897.24,32.81,62.97,(S),(S),1.95,1.8
MURROW,1280,0.47,74897.72,89.77,3.98,(S),2.97,(S),1.72
RUDDICK,1280,0.47,74898.19,93.2,3.67,(S),(S),0.78,1.8
TOUCHTON,1280,0.47,74898.67,96.09,(S),0.63,(S),1.09,1.33
TREMAINE,1280,0.47,74899.14,90.78,3.13,1.8,0.86,1.25,2.19
VANDORN,1280,0.47,74899.61,93.52,1.64,0.63,0.86,1.41,1.95
YOKOYAMA,1280,0.47,74900.09,6.02,(S),86.02,(S),5.31,2.03
BORTH,1279,0.47,74900.56,96.01,1.33,(S),(S),1.02,1.17
DAOUD,1279,0.47,74901.04,75.45,3.36,0.7,0,16.11,4.38
DRAPEAU,1279,0.47,74901.51,81.16,(S),(S),13.29,1.95,2.74
HEARST,1279,0.47,74901.99,61.61,34.32,(S),(S),1.88,1.49
HELLWIG,1279,0.47,74902.46,96.25,(S),0.39,(S),1.02,1.8
LONGTIN,1279,0.47,74902.93,97.65,(S),(S),(S),1.17,0.78
MEALY,1279,0.47,74903.41,71.38,24.24,(S),(S),2.03,1.56
RAPPA,1279,0.47,74903.88,95.15,(S),(S),(S),1.56,2.74
STALLING,1279,0.47,74904.36,34.87,60.83,0,0.39,1.88,2.03
TORMEY,1279,0.47,74904.83,96.95,(S),0.55,(S),0.86,1.02
VANANTWERP,1279,0.47,74905.3,94.68,(S),0.7,(S),1.64,2.35
ALY,1278,0.47,74905.78,62.83,7.98,9.15,0,16.28,3.76
ATIENZA,1278,0.47,74906.25,5.63,(S),85.45,(S),3.21,5.63
BEHN,1278,0.47,74906.73,82.79,12.68,(S),(S),1.41,2.27
BRERETON,1278,0.47,74907.2,80.28,16.28,(S),(S),1.33,1.25
DUBEY,1278,0.47,74907.67,69.33,(S),24.49,(S),3.05,1.96
DUET,1278,0.47,74908.15,95.38,0.86,(S),1.56,(S),1.49
GENNARO,1278,0.47,74908.62,94.84,(S),0.39,(S),1.17,3.05
LIEBERT,1278,0.47,74909.09,93.74,2.03,(S),(S),0.86,2.58
LUSH,1278,0.47,74909.57,92.18,3.91,0.55,0.47,1.02,1.88
MILTENBERGER,1278,0.47,74910.04,96.56,(S),(S),1.33,0.94,0.55
NEAGLE,1278,0.47,74910.52,94.05,0.47,0.78,1.1,1.56,2.03
NITSCHKE,1278,0.47,74910.99,96.95,(S),0.78,(S),0.7,1.25
RAGLE,1278,0.47,74911.46,94.84,(S),(S),1.25,1.8,1.17
SABEL,1278,0.47,74911.94,96.79,0.39,(S),(S),0.78,1.56
SCHUMM,1278,0.47,74912.41,95.93,(S),0.63,(S),0.7,2.35
TANGEN,1278,0.47,74912.88,96.95,(S),1.02,(S),1.02,0.55
WAIBEL,1278,0.47,74913.36,97.18,(S),0.63,(S),1.25,0.7
COODY,1277,0.47,74913.83,90.29,2.43,(S),3.92,(S),1.72
DEPUY,1277,0.47,74914.3,94.91,(S),0.94,(S),1.1,2.04
DUNKELBERGER,1277,0.47,74914.78,96.79,(S),(S),0.7,1.33,0.63
HINCH,1277,0.47,74915.25,91.46,5.09,(S),(S),1.41,1.1
PERRITT,1277,0.47,74915.72,94.13,2.04,0.55,0.7,1.33,1.25
STALLONE,1277,0.47,74916.2,95.46,0.63,(S),(S),1.64,1.8
TEXEIRA,1277,0.47,74916.67,48.71,(S),6.66,(S),19.73,20.28
TOMITA,1277,0.47,74917.14,12.29,(S),76.98,(S),8.07,2.35
WHITHAM,1277,0.47,74917.62,96.16,0.55,0.39,0.7,1.25,0.94
CIOTTI,1276,0.47,74918.09,97.49,(S),0.39,(S),0.63,1.33
CLENDENEN,1276,0.47,74918.56,94.51,1.65,0.71,0.47,0.71,1.96
DIERS,1276,0.47,74919.04,97.18,0.55,(S),(S),0.86,1.02
DOBYNS,1276,0.47,74919.51,89.97,4.55,(S),1.65,2.35,(S)
DODRILL,1276,0.47,74919.98,96.94,(S),0.47,(S),0.94,1.18
ELSASSER,1276,0.47,74920.46,96.71,0.55,(S),(S),0.63,1.41
FRIDMAN,1276,0.47,74920.93,93.73,(S),(S),(S),2.27,3.53
LEPINE,1276,0.47,74921.4,96.71,(S),(S),0.86,0.63,1.49
NEVE,1276,0.47,74921.88,94.36,0.71,(S),(S),0.94,3.29
NYGARD,1276,0.47,74922.35,95.85,(S),(S),1.1,1.41,1.02
PETTIBONE,1276,0.47,74922.82,89.5,3.13,0.39,5.02,0.63,1.33
SHREVES,1276,0.47,74923.29,96.08,(S),(S),0.55,1.88,1.02
ALLENSWORTH,1275,0.47,74923.77,83.76,10.9,(S),(S),2.27,1.73
BOURGET,1275,0.47,74924.24,92.71,2.04,0.39,0.39,0.94,3.53
DIAZDELEON,1275,0.47,74924.71,4.31,0.55,(S),(S),(S),94.67
DUCA,1275,0.47,74925.18,90.27,(S),3.84,(S),1.8,2.67
EDOUARD,1275,0.47,74925.66,1.88,87.22,0.39,0,8.86,1.65
GHEE,1275,0.47,74926.13,33.8,62.59,1.02,0.63,1.25,0.71
LEINBACH,1275,0.47,74926.6,96.39,0.39,(S),(S),1.18,1.8
PROWELL,1275,0.47,74927.08,53.25,41.02,0.39,1.73,1.65,1.96
RAMADAN,1275,0.47,74927.55,62.75,8.78,1.02,0.47,25.02,1.96
SCARBORO,1275,0.47,74928.02,78.35,19.22,0.63,0.63,0.78,0.39
SOLLENBERGER,1275,0.47,74928.49,98.43,0,(S),(S),0.55,0.63
ZIEBELL,1275,0.47,74928.97,97.1,(S),0.86,(S),0.78,1.02
BESWICK,1274,0.47,74929.44,89.17,7.54,(S),(S),1.41,1.41
BRANCA,1274,0.47,74929.91,92.86,1.41,(S),(S),1.18,3.92
CARONE,1274,0.47,74930.38,93.88,(S),(S),(S),1.33,4.08
CAST,1274,0.47,74930.85,84.69,5.18,(S),(S),1.33,7.46
GREGER,1274,0.47,74931.33,94.66,0.47,0.39,2.43,1.1,0.94
KERCHER,1274,0.47,74931.8,96.94,0,0.47,0.63,0.39,1.57
MAS,1274,0.47,74932.27,34.3,1.02,2.12,0.39,0.94,61.22
MELCHIOR,1274,0.47,74932.74,95.21,1.96,0.47,0.55,0.47,1.33
SANER,1274,0.47,74933.22,88.38,6.59,(S),(S),1.65,2.12
SHIER,1274,0.47,74933.69,91.99,1.26,3.61,0.55,0.39,2.2
SOBIESKI,1274,0.47,74934.16,97.17,(S),0.39,(S),1.02,1.33
ZWEIFEL,1274,0.47,74934.63,96.94,(S),0.71,(S),0.86,0.86
BEAHM,1273,0.47,74935.1,96.39,0.47,0.39,0.55,0.79,1.41
BECKLES,1273,0.47,74935.58,4.4,84.05,(S),(S),5.26,5.66
BRUMBACK,1273,0.47,74936.05,94.19,1.41,0.63,1.73,1.18,0.86
CLABORN,1273,0.47,74936.52,87.27,5.58,(S),(S),3.3,2.04
CLAUSE,1273,0.47,74936.99,91.99,2.04,(S),3.53,(S),1.34
DEFRANK,1273,0.47,74937.46,92.93,0.47,(S),(S),1.65,4.24
GREBE,1273,0.47,74937.94,98.04,(S),0.47,(S),0.55,0.79
GROESBECK,1273,0.47,74938.41,94.97,(S),(S),1.81,1.1,1.34
GUIDI,1273,0.47,74938.88,92.62,(S),0.47,(S),2.36,4.16
KREBSBACH,1273,0.47,74939.35,96.23,0.71,(S),(S),1.26,1.1
LOWN,1273,0.47,74939.82,96.31,1.26,0.63,(S),(S),1.34
MATHISEN,1273,0.47,74940.3,96.39,(S),0.55,(S),1.41,1.26
MCINNES,1273,0.47,74940.77,96.86,1.02,(S),(S),0.55,0.86
MERICLE,1273,0.47,74941.24,94.34,0.71,0.63,0.55,2.28,1.49
MONTFORD,1273,0.47,74941.71,41.01,54.12,(S),(S),1.02,3.69
MUKHERJEE,1273,0.47,74942.18,4.87,(S),88.61,(S),5.66,0.47
ROLLIN,1273,0.47,74942.66,81.3,11.7,1.57,0.86,1.49,3.06
ROTOLO,1273,0.47,74943.13,95.21,(S),(S),(S),0.86,3.46
SEYBERT,1273,0.47,74943.6,95.76,(S),(S),0.86,0.86,1.81
BEQUETTE,1272,0.47,74944.07,96.86,(S),0.55,(S),1.34,0.63
DIFILIPPO,1272,0.47,74944.54,97.48,(S),0.47,(S),0.55,1.42
DODGEN,1272,0.47,74945.01,96.54,(S),0.47,(S),1.1,1.42
GLATT,1272,0.47,74945.49,91.59,4.64,(S),(S),1.57,1.57
GOING,1272,0.47,74945.96,85.61,5.11,0.63,5.5,1.18,1.97
MACKLEY,1272,0.47,74946.43,93.24,2.28,0.39,0.63,1.49,1.97
ODEGAARD,1272,0.47,74946.9,97.48,0,0.39,0.39,0.71,1.02
PERKS,1272,0.47,74947.37,91.19,6.05,(S),(S),0.79,1.49
PRUDE,1272,0.47,74947.84,23.51,71.15,(S),(S),2.44,2.36
SANSBURY,1272,0.47,74948.31,73.11,24.84,(S),0.47,1.1,(S)
TERPENING,1272,0.47,74948.79,96.62,(S),0.55,(S),0.71,1.49
BELLAH,1271,0.47,74949.26,87.25,1.81,0.55,1.49,1.49,7.4
CARABAJAL,1271,0.47,74949.73,10.62,(S),(S),1.49,0.63,86.78
KINSEL,1271,0.47,74950.2,80.96,2.44,(S),15.03,(S),0.87
KOLL,1271,0.47,74950.67,95.99,(S),1.18,(S),0.94,1.02
LOK,1271,0.47,74951.14,8.1,0.87,85.44,0,4.64,0.94
LUTTON,1271,0.47,74951.61,93.71,1.65,0.55,0.47,0.55,3.07
PONCEDELEON,1271,0.47,74952.08,13.14,0.55,3.62,0.47,0.39,81.83
QU,1271,0.47,74952.56,1.1,0.63,95.52,0,1.57,1.18
SHANKAR,1271,0.47,74953.03,2.75,(S),85.68,(S),10.23,1.1
TONE,1271,0.47,74953.5,79.62,7.63,7.71,0.63,2.44,1.97
ULLERY,1271,0.47,74953.97,96.07,0.63,0.63,0,1.1,1.57
VANEPPS,1271,0.47,74954.44,96.3,0,1.1,0.39,1.18,1.02
WISENER,1271,0.47,74954.91,92.45,0.71,1.18,1.81,2.2,1.65
ANDREE,1270,0.47,74955.38,90.63,1.57,1.02,1.81,2.13,2.83
BREIDENBACH,1270,0.47,74955.85,96.54,(S),0.47,(S),1.02,1.5
DONATHAN,1270,0.47,74956.32,92.6,1.34,0.94,1.81,1.65,1.65
EDICK,1270,0.47,74956.79,96.06,0.94,(S),(S),1.5,0.79
GADDIE,1270,0.47,74957.26,72.91,23.07,(S),(S),1.18,2.13
JESPERSEN,1270,0.47,74957.74,96.14,(S),(S),(S),0.71,2.36
LARRICK,1270,0.47,74958.21,97.48,(S),0.39,(S),0.55,1.1
MAURIELLO,1270,0.47,74958.68,97.09,(S),0.47,(S),0.94,1.42
MOFFIT,1270,0.47,74959.15,91.02,5.59,(S),(S),1.26,1.42
MORGADO,1270,0.47,74959.62,51.81,(S),1.97,(S),2.52,43.46
PERRINO,1270,0.47,74960.09,90.55,4.25,(S),(S),1.5,3.15
ROH,1270,0.47,74960.56,31.26,(S),66.38,(S),1.26,0.71
SVEC,1270,0.47,74961.03,97.24,(S),(S),0.79,0.79,0.71
TEBBE,1270,0.47,74961.5,97.4,(S),0.39,(S),0.71,1.02
THIEMAN,1270,0.47,74961.97,97.4,(S),0.63,(S),0.55,1.34
BRACH,1269,0.47,74962.44,94.56,1.81,(S),(S),2.13,1.02
BRAYBOY,1269,0.47,74962.91,8.59,60.52,0.47,27.5,2.29,0.63
CEREZO,1269,0.47,74963.38,8.51,0.55,24.03,0.39,2.21,64.3
CHASON,1269,0.47,74963.85,92.91,1.5,0.47,0.47,1.34,3.31
COLVILLE,1269,0.47,74964.32,94.41,0.79,0.55,0.87,1.65,1.73
KELEHER,1269,0.47,74964.8,97.48,(S),0.47,(S),0.95,0.71
KILBOURN,1269,0.47,74965.27,95.35,(S),(S),1.34,1.26,1.58
LOWENTHAL,1269,0.47,74965.74,95.19,(S),1.02,(S),1.5,1.34
MELLER,1269,0.47,74966.21,93.14,3.15,0.79,(S),(S),2.13
PERKOWSKI,1269,0.47,74966.68,97.95,0.71,(S),(S),0.63,0.63
RISPOLI,1269,0.47,74967.15,96.45,(S),0.39,(S),1.1,1.65
SALAAM,1269,0.47,74967.62,3.23,90.15,(S),(S),2.84,2.44
VANZEE,1269,0.47,74968.09,95.82,(S),1.18,(S),0.79,1.65
VLAHOS,1269,0.47,74968.56,92.2,(S),1.26,(S),3.7,2.6
YARNALL,1269,0.47,74969.03,97.4,0.87,(S),(S),0.63,0.63
BARRET,1268,0.47,74969.5,74.13,17.9,1.74,1.66,1.58,3
BERKELEY,1268,0.47,74969.97,64.35,25.87,0.87,1.5,3.94,3.47
BIRDSELL,1268,0.47,74970.44,93.45,1.74,0.63,1.1,1.81,1.26
CUADRADO,1268,0.47,74970.91,8.04,(S),0.47,0,(S),91.09
DEFOOR,1268,0.47,74971.38,90.85,5.28,(S),(S),1.58,2.05
GALYEAN,1268,0.47,74971.85,93.45,(S),(S),1.66,1.42,3.08
